,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs)
1011,Honda City i DTec,2014-11-01,Comprehensive,Diesel,5,101000,First Owner,Manual,26.0,1498.0,986.0,5.75
1012,Honda Brio 1.2 VX,2018-02-01,Comprehensive,Petrol,5,42000,First Owner,Automatic,16.5,1198.0,868.0,5.5
1013,Hyundai Verna SX,2021-06-01,Third Party insurance,Diesel,5,50000,First Owner,Manual,25.0,1493.0,11345.0,13.9
1014,Ford Ecosport 1.5 Diesel,2020-10-01,Comprehensive,Diesel,5,810000,First Owner,Manual,21.7,1498.0,9896.0,9.0
1015,Hyundai Grand i10 1.2 Kappa Sportz Option,2018-01-01,Comprehensive,Petrol,5,26000,First Owner,Automatic,18.9,1197.0,8186.0,5.95
1016,Mercedes-Benz C-Class C 220 CDI BE,2014-11-01,Comprehensive,Diesel,5,92001,First Owner,Automatic,14.84,2143.0,16762.0,11.75
1017,Honda Brio 1.2 VX,2016-10-01,Comprehensive,Petrol,5,29000,First Owner,Manual,18.5,1198.0,868.0,4.5
1018,Maruti Swift VXI,2017-01-01,Third Party insurance,Petrol,5,69000,First Owner,Manual,20.4,1197.0,8180.0,5.4
1019,Maruti Ignis Sigma,2022-06-01,Zero Dep,Petrol,5,51918,First Owner,Manual,1197.0,8180.0,113.0,5.4
1020,Hyundai Grand i10,2016-06-01,Third Party,Petrol,5,37552,First Owner,Manual,18.9,1197.0,82.0,5.32
1021,Tata Nexon 1.2 Revotron XZ,2019-10-01,Comprehensive,Petrol,5,84000,First Owner,Manual,17.0,1198.0,1085.0,8.7
1022,Honda Amaze S,2016-03-01,Third Party,Petrol,5,63420,First Owner,Manual,18.0,1198.0,867.0,5.11
1023,Hyundai Grand i10 1.2 Kappa Magna,2017-01-01,Third Party,Petrol,5,68888,Second Owner,Manual,18.9,1197.0,8186.0,4.39
1024,Maruti Swift,2013-11-01,Comprehensive,Diesel,5,104255,First Owner,Manual,22.9,1248.0,74.0,4.5
1025,Honda Brio 1.2 S Option,2018-07-01,Third Party,Petrol,5,47877,First Owner,Manual,18.5,1198.0,868.0,4.72
1026,Mercedes-Benz C-Class C 200,2016-04-01,Comprehensive,Petrol,5,61000,Second Owner,Automatic,14.74,1991.0,18104.0,27.9
1027,Honda Jazz 1.5 V i,2016-10-01,Third Party insurance,Diesel,5,83337,First Owner,Manual,27.3,1498.0,986.0,4.64
1028,Honda Brio S,2016-12-01,Third Party,Petrol,5,61836,First Owner,Manual,19.4,1198.0,868.0,4.06
1029,Volkswagen Vento 1.2 TSI Highline,2015-11-01,Comprehensive,Petrol,5,68001,First Owner,Automatic,18.19,1197.0,1032.0,5.9
1030,Maruti Baleno Zeta,2022-02-01,Zero Dep,Petrol,5,39813,First Owner,Manual,22.35,1197.0,8850.0,7.87
1031,Honda Amaze VX,2018-10-01,Comprehensive,Petrol,5,74000,First Owner,Manual,17.8,1198.0,867.0,6.9
1032,Honda Brio V,2013-10-01,Comprehensive,Petrol,5,87000,First Owner,Manual,19.4,1198.0,868.0,3.5
1033,Hyundai i20 Sportz Option,2016-08-01,Third Party insurance,Petrol,5,71000,First Owner,Manual,18.6,1197.0,8183.0,6.6
1034,Mercedes-Benz GLE,2018-10-01,Comprehensive,Diesel,5,102000,First Owner,Automatic,17.9,2143.0,20115.0,43.5
1035,Tata Tiago 1.2 Revotron XZ,2019-10-01,Comprehensive,Petrol,5,75000,First Owner,Manual,23.84,1199.0,84.0,5.7
1036,Maruti Ciaz VDi Plus,2017-01-01,Third Party insurance,Diesel,5,62000,First Owner,Manual,28.09,1248.0,885.0,7.1
1037,Hyundai i10 Magna 1.2 iTech,2014-05-01,Third Party insurance,Petrol,5,49000,First Owner,Manual,1197.0,789.0,1117.0,4.4
1038,Maruti Ciaz,2016-04-01,Comprehensive,Petrol,5,76792,First Owner,Manual,20.73,1373.0,911.0,6.37
1039,Honda Brio S,2014-07-01,Comprehensive,Petrol,5,34445,First Owner,Manual,19.4,1198.0,868.0,4.24
1040,Hyundai i10 Magna 1.1 iTech,2012-04-01,Comprehensive,Petrol,5,64000,First Owner,Manual,1086.0,6805.0,9904.0,3.2
1041,Maruti Swift Dzire,2016-07-01,Third Party,Petrol,5,109405,First Owner,Manual,22.41,1197.0,8850.0,5.2
1042,Honda Jazz 1.2 VX i,2015-10-01,Comprehensive,Petrol,5,118146,First Owner,Manual,18.7,1199.0,887.0,4.61
1043,Tata Punch Creative AMT,2022-08-01,Comprehensive,Petrol,5,9000,First Owner,Automatic,18.8,1199.0,8663.0,8.75
1044,Hyundai Grand i10 1.2 Kappa Sportz Option,2017-08-01,Zero Dep,Petrol,5,41339,Second Owner,Automatic,18.9,1197.0,8186.0,5.87
1045,BMW 2 Series 220i M Sport,2022-09-01,Comprehensive,Petrol,5,22000,Second Owner,Automatic,14.82,1998.0,18908.0,33.5
1046,Honda WR-V i-VTEC,2017-01-01,Comprehensive,Petrol,5,62607,First Owner,Manual,17.5,1199.0,887.0,7.21
1047,Maruti Baleno,2020-03-01,Zero Dep,Petrol,5,52794,First Owner,Manual,21.01,1197.0,8180.0,6.77
1048,Mercedes-Benz E-Class Exclusive E 200,2022-11-01,Comprehensive,Petrol,5,10000,First Owner,Automatic,15.0,1991.0,19444.0,67.5
1049,Renault Triber RXL,2022-06-01,Third Party,Petrol,7,33864,First Owner,Manual,20.0,999.0,7101.0,5.86
1050,Hyundai Elantra CRDi SX,2012-10-01,Third Party insurance,Diesel,5,73000,Second Owner,Automatic,19.5,1582.0,12624.0,4.25
1051,Maruti Baleno,2017-11-01,Third Party,Petrol,5,70000,First Owner,Manual,21.01,1197.0,8180.0,4.75
1052,Honda BR-V i-DTEC S,2017-06-01,Comprehensive,Diesel,7,67754,Second Owner,Manual,21.9,1498.0,986.0,6.15
1053,Nissan Micra,2010-11-01,Comprehensive,Petrol,5,69000,First Owner,Manual,18.06,1198.0,75.0,2.5
1054,Mahindra XUV500 W7,2018-01-01,Third Party insurance,Diesel,7,78000,First Owner,Manual,15.1,2179.0,15287.0,10.25
1055,Maruti Ertiga SHVS,2017-06-01,Third Party insurance,Diesel,7,83000,First Owner,Manual,24.52,1248.0,885.0,7.8
1056,Hyundai Grand i10 Nios AMT,2020-08-01,Comprehensive,Petrol,5,17778,First Owner,Automatic,20.7,1197.0,8186.0,7.04
1057,Hyundai Grand i10 Nios AMT,2021-09-01,Third Party,Petrol,5,16499,First Owner,Automatic,20.7,1197.0,8186.0,7.14
1058,Honda Jazz 1.2 V i,2016-02-01,Comprehensive,Petrol,5,33364,First Owner,Manual,18.7,1199.0,887.0,4.79
1059,Hyundai Grand i10,2016-05-01,Comprehensive,Petrol,5,64784,First Owner,Manual,18.9,1197.0,82.0,4.26
1060,Mercedes-Benz E-Class E 200,2014-11-01,Comprehensive,Petrol,5,59000,First Owner,Automatic,12.0,1991.0,184.0,19.9
1061,Hyundai i10 Magna,2014-11-01,Third Party,Petrol,5,29584,First Owner,Manual,1086.0,6805.0,9904.0,3.7
1062,Honda City 1.5 S,2011-04-01,Third Party,Petrol,5,87217,First Owner,Manual,17.0,1497.0,1186600.0,3.73
1063,Tata Tiago 1.2 Revotron,2017-02-01,Third Party,Petrol,5,77482,Second Owner,Manual,23.84,1199.0,84.0,3.99
1064,Honda Jazz 1.2 V AT i,2018-10-01,Comprehensive,Petrol,5,60000,First Owner,Automatic,19.0,1199.0,887.0,6.25
1065,Tata Tiago,2020-11-01,Third Party insurance,Petrol,5,34312,First Owner,Manual,20.09,1199.0,8482.0,5.57
1066,Tata Tiago XZA Plus AMT,2021-08-01,Third Party,Petrol,5,53000,First Owner,Automatic,19.0,1199.0,8482.0,6.5
1067,Honda Amaze VX CVT,2017-10-01,Comprehensive,Petrol,5,45000,First Owner,Automatic,18.1,1199.0,887.0,5.75
1068,Honda Amaze VX,2019-10-01,Comprehensive,Petrol,5,23000,First Owner,Manual,17.8,1198.0,867.0,6.9
1069,Maruti Swift Dzire VXI,2015-11-01,Comprehensive,Petrol,5,80001,First Owner,Manual,21.21,1197.0,8180.0,4.9
1070,Maruti Swift Dzire,2015-11-01,Comprehensive,Diesel,5,62000,First Owner,Manual,28.4,1248.0,7402.0,5.5
1071,Ford Ecosport 1.5 Petrol Titanium Plus AT,2020-07-01,Third Party insurance,Petrol,5,57000,First Owner,Automatic,14.8,1497.0,12136.0,8.5
1072,Honda Brio S,2015-12-01,Comprehensive,Petrol,5,21000,First Owner,Manual,19.4,1198.0,868.0,3.9
1073,Maruti Swift,2013-05-01,Third Party,Petrol,5,43415,First Owner,Manual,22.38,1197.0,8850.0,4.08
1074,Hyundai i20 Asta Option 1.4,2017-07-01,Third Party,Diesel,5,24412,First Owner,Manual,22.54,1396.0,8873.0,7.58
1075,Kia Carnival,2021-09-01,Zero Dep,Diesel,7,45000,First Owner,Automatic,14.11,2199.0,1972.0,25.9
1076,Hyundai Grand i10,2015-03-01,Third Party,Petrol,5,24020,First Owner,Manual,1197.0,82.0,114.0,4.8
1077,Maruti Swift Dzire VXI,2018-12-01,Third Party insurance,Petrol,5,70251,Second Owner,Manual,21.21,1197.0,8180.0,5.33
1078,Honda City VX,2018-07-01,Comprehensive,Petrol,5,44000,First Owner,Automatic,18.4,1498.0,11935.0,9.9
1079,Maruti Alto 800 LXI,2021-04-01,Comprehensive,CNG,4,86212,First Owner,Manual,796.0,4036.0,60.0,4.2
1080,Hyundai Verna VTVT 1.6 AT SX,2018-12-01,Third Party insurance,Petrol,5,64000,First Owner,Automatic,17.0,1591.0,1213.0,9.5
1081,Hyundai Grand i10,2015-07-01,Third Party insurance,Petrol,5,39458,First Owner,Manual,1197.0,82.0,114.0,4.65
1082,Maruti Swift,2012-05-01,Third Party insurance,Diesel,5,70598,First Owner,Manual,22.9,1248.0,74.0,3.56
1083,Honda Amaze S Option,2017-10-01,Comprehensive,Petrol,5,94000,First Owner,Manual,17.8,1198.0,867.0,4.75
1084,Hyundai Grand i10,2016-08-01,Third Party insurance,Petrol,5,48325,First Owner,Manual,1197.0,82.0,114.0,4.3
1085,Toyota Corolla Altis VL,2016-11-01,Comprehensive,Petrol,5,66000,Second Owner,Automatic,14.28,1798.0,13803.0,6.5
1086,Honda City i DTEC,2015-11-01,Comprehensive,Diesel,5,86001,First Owner,Manual,26.0,1498.0,986.0,5.75
1087,Toyota Corolla Altis G,2014-11-01,Comprehensive,Petrol,5,62000,First Owner,Automatic,14.28,1798.0,13803.0,6.9
1088,Hyundai Verna 1.4,2016-11-01,Comprehensive,Petrol,5,50000,First Owner,Manual,17.43,1396.0,1055.0,6.25
1089,Hyundai Creta 1.6 SX,2016-10-01,Comprehensive,Diesel,5,79000,First Owner,Manual,20.5,1582.0,1262.0,9.25
1090,Maruti Swift Dzire AMT ZDI,2017-11-01,Comprehensive,Diesel,5,74002,First Owner,Automatic,28.4,1248.0,7402.0,6.75
1091,Mercedes-Benz S-Class S 500,2014-11-01,Comprehensive,Petrol,5,74000,First Owner,Automatic,7.81,5461.0,3629.0,52.9
1092,Hyundai Verna 1.6 CRDi S,2015-10-01,Third Party,Diesel,5,65000,Second Owner,Manual,23.9,1582.0,12632.0,5.9
1093,Hyundai i20 Asta Opt,2021-10-01,Comprehensive,Petrol,5,39718,Second Owner,Manual,21.0,1197.0,8180.0,7.58
1094,Hyundai Grand i10,2016-01-01,Third Party,Petrol,5,67529,First Owner,Manual,1197.0,82.0,114.0,4.5
1095,Maruti Baleno 1.2,2017-10-01,Third Party insurance,Petrol,5,88281,First Owner,Manual,21.4,1197.0,831.0,5.01
1096,Hyundai Grand i10,2016-05-01,Third Party,Petrol,5,64160,Second Owner,Manual,1197.0,82.0,114.0,4.12
1097,Hyundai Tucson 2.0 e-VGT 4WD AT,2018-10-01,Comprehensive,Diesel,5,88000,First Owner,Automatic,16.38,1995.0,18246.0,15.5
1098,Maruti Swift,2017-06-01,Zero Dep,Petrol,5,77253,First Owner,Manual,22.38,1197.0,8850.0,4.91
1099,Audi A4 2.0,2013-10-01,Comprehensive,Diesel,5,72000,First Owner,Automatic,16.55,1968.0,14751.0,11.9
1100,Honda City,2012-12-01,Comprehensive,Petrol,5,102614,First Owner,Manual,16.8,1497.0,1164.0,4.01
1101,Honda City i VTEC,2017-10-01,Comprehensive,Petrol,5,78911,Second Owner,Manual,17.8,1497.0,1173.0,6.37
1102,BMW X5 xDrive,2015-08-01,Comprehensive,Diesel,5,99000,First Owner,Automatic,15.3,2993.0,258.0,28.9
1103,Hyundai Grand i10 1.2 Kappa Sportz,2017-05-01,Third Party,Petrol,5,47975,Second Owner,Manual,18.9,1197.0,8186.0,4.96
1104,Mercedes-Benz C-Class C 220d Avantgarde Edition,2018-10-01,Comprehensive,Diesel,5,56000,First Owner,Automatic,19.27,2143.0,16762.0,29.5
1105,Mercedes-Benz M-Class ML 250,2015-03-01,Comprehensive,Diesel,5,78000,First Owner,Automatic,15.26,2143.0,2032.0,23.9
1106,BMW X6 xDrive 40d M,2015-06-01,Comprehensive,Diesel,5,75000,Second Owner,Automatic,15.87,2993.0,30843.0,32.9
1107,Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel,2020-10-01,Comprehensive,Diesel,5,44000,First Owner,Automatic,1999.0,2454.0,430.0,53.5
1108,Maruti Celerio ZXI AMT,2019-03-01,Comprehensive,Petrol,5,42000,First Owner,Automatic,23.1,998.0,6704.0,4.5
1109,Hyundai Grand i10,2015-08-01,Third Party insurance,Petrol,5,64657,First Owner,Manual,1197.0,82.0,114.0,4.02
1110,Honda Jazz 1.2 V AT i,2018-05-01,Comprehensive,Petrol,5,100657,First Owner,Automatic,19.0,1199.0,887.0,5.67
1111,Hyundai Creta 1.6 VTVT AT SX,2018-06-01,Comprehensive,Petrol,5,32000,First Owner,Automatic,13.0,1591.0,1213.0,10.9
1112,Honda Brio S,2012-09-01,Third Party,Petrol,5,50570,First Owner,Manual,19.4,1198.0,868.0,2.8
1113,Hyundai Grand i10,2016-03-01,Third Party,Petrol,5,42392,First Owner,Manual,18.9,1197.0,82.0,5.13
1114,Ford Ecosport 1.5 DV5 MT,2014-08-01,Third Party insurance,Diesel,5,78000,Second Owner,Manual,22.7,1498.0,8984.0,3.75
1115,Hyundai Grand i10,2015-03-01,Third Party,Petrol,5,62155,First Owner,Manual,1197.0,82.0,114.0,4.19
1116,Hyundai i20 Asta Option 1.4,2016-03-01,Comprehensive,Diesel,5,94822,Third Owner,Manual,22.54,1396.0,8873.0,5.43
1117,Hyundai EON Era,2016-12-01,Third Party insurance,Petrol,5,59422,First Owner,Manual,814.0,552.0,745.0,2.91
1118,Kia Seltos HTX,2020-10-01,Comprehensive,Petrol,5,82000,First Owner,Automatic,1497.0,11343.0,144.0,13.9
1119,Hyundai Verna VTVT 1.6 AT SX,2017-02-01,Third Party,Petrol,5,70727,Second Owner,Automatic,17.0,1591.0,1213.0,9.12
1120,Kia Seltos HTX,2020-10-01,Comprehensive,Petrol,5,79000,First Owner,Automatic,1497.0,11343.0,144.0,12.9
1121,Mahindra TUV 300 T8,2016-11-01,Comprehensive,Diesel,7,70000,First Owner,Automatic,18.49,1493.0,100.0,6.15
1122,BMW X1 sDrive20d,2017-08-01,Comprehensive,Diesel,5,61000,First Owner,Automatic,20.68,1995.0,188.0,19.75
1123,Honda Amaze EX,2014-11-01,Comprehensive,Petrol,5,92000,First Owner,Manual,18.0,1198.0,867.0,3.6
1124,Honda BR-V i-VTEC S,2016-01-01,Third Party insurance,Petrol,7,58857,First Owner,Manual,15.4,1497.0,1173.0,6.5
1125,Maruti Wagon R VXI BS,2016-06-01,Comprehensive,Petrol,5,68237,First Owner,Manual,20.51,998.0,6704.0,3.89
1126,Maruti Baleno,2021-07-01,Zero Dep,Petrol,5,31237,First Owner,Manual,21.01,1197.0,8180.0,7.27
1127,Hyundai Xcent 1.2 VTVT E,2017-12-01,Third Party insurance,Petrol,5,45000,First Owner,Manual,20.14,1197.0,8186.0,4.95
1128,Maruti Swift,2012-06-01,Third Party,Diesel,5,93027,First Owner,Manual,22.9,1248.0,74.0,3.71
1129,Maruti Swift Dzire,2014-06-01,Third Party,Diesel,5,122688,Second Owner,Manual,23.4,1248.0,74.0,4.22
1130,Honda Amaze S,2020-11-01,Comprehensive,Diesel,5,53000,First Owner,Manual,25.8,1498.0,986.0,6.75
1131,Maruti Celerio X,2019-03-01,Zero Dep,Petrol,5,60464,First Owner,Manual,21.63,998.0,6705.0,4.6
1132,Honda City i VTEC,2014-04-01,Third Party,Petrol,5,40171,First Owner,Manual,17.4,1497.0,1173.0,5.17
1133,Honda Amaze S,2018-02-01,Third Party,Petrol,5,122223,First Owner,Manual,17.8,1198.0,867.0,5.8
1134,Hyundai i10 Magna,2010-08-01,Third Party insurance,Petrol,5,44000,First Owner,Manual,1086.0,6805.0,9904.0,2.4
1135,Hyundai Grand i10 AT,2015-11-01,Third Party,Petrol,5,77299,Second Owner,Automatic,18.9,1197.0,82.0,4.79
1136,Tata Harrier XT,2019-10-01,Comprehensive,Diesel,5,39000,First Owner,Manual,16.35,1956.0,16767.0,13.95
1137,MG Astor Sharp EX,2022-09-01,Zero Dep,Petrol,5,29000,First Owner,Manual,15.43,1498.0,10849.0,12.9
1138,Honda Jazz 1.2 S i,2017-06-01,Comprehensive,Petrol,5,60000,First Owner,Manual,18.7,1199.0,887.0,4.75
1139,Hyundai i20 1.4,2017-11-01,Comprehensive,Diesel,5,80000,First Owner,Manual,22.54,1396.0,8873.0,6.9
1140,Ford Ecosport 1.5 Diesel,2015-10-01,Comprehensive,Diesel,5,78000,First Owner,Manual,21.7,1498.0,9896.0,5.5
1141,Honda Amaze S,2016-02-01,Comprehensive,Diesel,5,58000,First Owner,Manual,24.7,1498.0,9789.0,5.5
1142,Hyundai Grand i10 CRDi,2015-11-01,Third Party insurance,Diesel,5,67000,First Owner,Manual,1120.0,70.0,160.0,4.25
1143,Maruti Swift,2014-05-01,Comprehensive,Petrol,5,44019,Second Owner,Manual,18.6,1197.0,858.0,3.15
1144,Maruti Celerio ZXI Plus,2021-12-01,Comprehensive,Petrol,5,11962,First Owner,Manual,24.97,998.0,6571.0,5.69
1145,Maruti Alto 800 VXI,2020-10-01,Comprehensive,Petrol,5,13066,First Owner,Manual,22.05,796.0,4733.0,3.69
1146,Hyundai Grand i10,2016-10-01,Comprehensive,Petrol,5,36015,First Owner,Manual,18.9,1197.0,82.0,3.61
1147,Hyundai i20 Sportz IVT,2021-11-01,Third Party insurance,Petrol,5,14000,Second Owner,Automatic,19.65,1197.0,8676.0,6.99
1148,Maruti Wagon R CNG,2020-11-01,Comprehensive,CNG,5,11880,First Owner,Manual,998.0,5833.0,78.0,4.74
1149,Hyundai i10,2009-01-01,Comprehensive,Petrol,5,35000,Second Owner,Manual,1086.0,6805.0,9904.0,2.25
1150,Maruti Ertiga,2015-02-01,Comprehensive,Diesel,7,65018,First Owner,Manual,1248.0,8850.0,200.0,4.75
1151,Maruti Alto 800 VXI,2020-11-01,Comprehensive,Petrol,5,28061,First Owner,Manual,22.05,796.0,4733.0,3.43
1152,Renault Duster RXS Option CVT,2019-12-01,Third Party insurance,Petrol,5,40300,First Owner,Automatic,13.9,1498.0,105.0,6.5
1153,Maruti Alto K10,2019-05-01,Comprehensive,Petrol,5,58231,First Owner,Manual,23.95,998.0,6705.0,3.32
1154,Hyundai i20 Asta Opt Turbo DCT,2021-07-01,Third Party insurance,Petrol,5,13000,First Owner,Automatic,20.28,998.0,11841.0,8.9
1155,Maruti Alto 800 VXI,2020-12-01,Comprehensive,Petrol,5,32997,First Owner,Manual,22.05,796.0,4733.0,3.39
1156,Honda Jazz 1.2 VX i,2015-08-01,Comprehensive,Petrol,5,41203,First Owner,Manual,18.7,1199.0,887.0,3.99
1157,Ford Aspire Titanium Plus,2019-07-01,Comprehensive,Petrol,5,6818,First Owner,Manual,19.4,1194.0,9493.0,5.4
1158,Honda City i DTec,2016-01-01,Comprehensive,Diesel,5,44000,First Owner,Manual,26.0,1498.0,986.0,5.5
1159,Honda City i-DTEC,2019-03-01,Third Party insurance,Diesel,5,29200,First Owner,Manual,25.6,1498.0,979.0,8.75
1160,Hyundai i10 Magna,2011-04-01,Comprehensive,Petrol,5,16016,First Owner,Manual,1086.0,6805.0,9904.0,1.85
1161,Maruti S-Presso VXI Plus,2020-09-01,Comprehensive,Petrol,5,26638,First Owner,Manual,21.7,998.0,6571.0,4.19
1162,Honda City i DTec,2016-01-01,Comprehensive,Diesel,5,44000,First Owner,Manual,26.0,1498.0,986.0,5.5
1163,Maruti Wagon R CNG,2020-02-01,Comprehensive,CNG,5,18930,First Owner,Manual,998.0,5833.0,78.0,4.79
1164,Porsche Cayenne,2019-04-01,Third Party insurance,Petrol,5,5700,First Owner,Automatic,2995.0,340.0,450.0,1.05
1165,Honda City i-DTEC,2019-03-01,Third Party insurance,Diesel,5,29200,First Owner,Manual,25.6,1498.0,979.0,8.75
1166,Maruti Wagon R CNG,2019-06-01,Comprehensive,CNG,5,26580,First Owner,Manual,998.0,5833.0,78.0,4.49
1167,Honda BR-V i-VTEC V,2018-02-01,Comprehensive,Petrol,7,35000,First Owner,Manual,15.4,1497.0,1173.0,7.45
1168,Audi Q3 30 TFSI Premium,2018-06-01,Comprehensive,Petrol,5,32000,First Owner,Automatic,16.9,1395.0,14751.0,21.0
1169,Hyundai Creta 1.6 SX Automatic,2019-04-01,Comprehensive,Diesel,5,68499,First Owner,Automatic,17.6,1582.0,1262.0,10.83
1170,Ford Ecosport 1.5 Diesel Titanium,2018-05-01,Comprehensive,Diesel,5,53750,First Owner,Manual,23.0,1498.0,9896.0,6.85
1171,Maruti Alto 800 VXI,2019-05-01,Comprehensive,Petrol,5,48341,First Owner,Manual,22.05,796.0,4733.0,3.03
1172,Lamborghini Urus,2018-09-01,Third Party insurance,Petrol,5,25000,First Owner,Automatic,3996.0,641.0,850.0,3.6
1173,Maruti Wagon R VXI 1.2,2018-02-01,Comprehensive,Petrol,5,34260,First Owner,Manual,21.5,1197.0,8180.0,3.95
1174,Ford Ecosport 1.5 Diesel Trend,2018-12-01,Comprehensive,Diesel,5,48380,Second Owner,Manual,23.0,1498.0,9896.0,5.83
1175,Hyundai Creta 1.6 CRDi SX,2018-11-01,Third Party insurance,Diesel,5,52000,First Owner,Manual,19.67,1582.0,1262.0,9.95
1176,Maruti Omni E MPI,2016-03-01,Comprehensive,Petrol,8,23022,Second Owner,Manual,796.0,342.0,59.0,2.25
1177,Maruti Alto K10 VXI,2019-06-01,Comprehensive,Petrol,5,26610,First Owner,Manual,23.95,998.0,6705.0,3.65
1178,Maruti Ertiga 1.5,2018-04-01,Comprehensive,Diesel,7,66019,First Owner,Manual,24.2,1498.0,9387.0,7.75
1179,Maruti Alto K10 2010-2014,2014-08-01,Comprehensive,Petrol,5,42320,First Owner,Manual,998.0,671.0,90.0,2.29
1180,Maruti Wagon R CNG,2020-02-01,Comprehensive,CNG,5,25484,First Owner,Manual,998.0,5833.0,78.0,4.77
1181,Maruti Zen Estilo,2013-04-01,Comprehensive,Petrol,5,25171,First Owner,Manual,998.0,671.0,90.0,2.22
1182,Hyundai i20 1.4 CRDi,2011-05-01,Comprehensive,Diesel,5,78006,Second Owner,Manual,23.0,1396.0,904000.0,2.55
1183,Nissan Micra XL,2018-01-01,Comprehensive,Petrol,5,21607,First Owner,Automatic,19.34,1198.0,7594.0,4.7
1184,Kia Seltos GTX Plus,2019-11-01,Comprehensive,Petrol,5,52162,First Owner,Automatic,16.5,1353.0,13808.0,11.92
1185,BMW 7 Series 730Ld Design Pure,2016-11-01,Comprehensive,Diesel,5,23435,First Owner,Automatic,16.77,2993.0,26149.0,45.0
1186,Skoda Kushaq 1.0 TSI Style,2021-11-01,Comprehensive,Petrol,5,20336,First Owner,Manual,19.2,999.0,11398.0,12.81
1187,Maruti SX4 S Cross Alpha DDiS 200,2018-06-01,Comprehensive,Diesel,5,68591,First Owner,Manual,25.1,1248.0,885.0,6.75
1188,Maruti Swift VDI,2014-10-01,Comprehensive,Diesel,5,65341,First Owner,Manual,25.2,1248.0,74.0,3.44
1189,Datsun RediGO 1.0 T,2017-11-01,Comprehensive,Petrol,5,23329,First Owner,Manual,22.5,999.0,67.0,2.72
1190,Honda City i DTEC,2015-11-01,Comprehensive,Diesel,5,84000,First Owner,Manual,25.1,1498.0,986.0,5.25
1191,Toyota Corolla Altis 1.4,2018-02-01,Comprehensive,Diesel,5,19000,First Owner,Manual,21.43,1364.0,8679.0,14.95
1192,Maruti Ritz,2013-10-01,Comprehensive,Diesel,5,100500,Third Owner,Manual,1248.0,7394.0,190.0,2.45
1193,Ford Ecosport 1.5 Diesel Titanium,2019-01-01,Third Party insurance,Diesel,5,58500,First Owner,Manual,23.0,1498.0,9896.0,6.65
1194,Volvo S60 Cross Country D4 AWD,2018-05-01,Comprehensive,Diesel,5,66455,First Owner,Automatic,19.6,2400.0,190.0,19.35
1195,Maruti Celerio ZXI,2023-03-01,Comprehensive,Petrol,5,1229,First Owner,Manual,24.97,998.0,6571.0,5.9
1196,Audi Q5 Premium plus,2022-09-01,Third Party insurance,Petrol,5,12100,First Owner,Automatic,245.59,370.0,19.0,50.0
1197,Kia Sonet HTX Turbo,2021-02-01,Comprehensive,Petrol,5,26597,First Owner,Automatic,18.2,998.0,11835.0,9.25
1198,Maruti Swift VXI,2015-06-01,Comprehensive,Petrol,5,73616,First Owner,Manual,22.0,1197.0,8180.0,3.75
1199,Hyundai i20,2011-02-01,Comprehensive,Petrol,5,53657,First Owner,Manual,18.5,1197.0,805200.0,2.63
1200,Hyundai EON D Lite,2014-10-01,Comprehensive,Petrol,5,37016,First Owner,Manual,814.0,552.0,745.0,2.05
1201,Honda Jazz 1.2 SV i,2017-05-01,Comprehensive,Petrol,5,62466,First Owner,Manual,18.7,1199.0,887.0,3.9
1202,Hyundai Grand i10 Nios,2021-09-01,Comprehensive,Petrol,5,20041,First Owner,Manual,20.7,1197.0,8186.0,6.19
1203,Maruti Swift,2017-01-01,Comprehensive,Petrol,5,49000,First Owner,Manual,21.21,1197.0,8180.0,3.65
1204,Maruti Swift Dzire,2014-03-01,Comprehensive,Petrol,5,44669,First Owner,Manual,19.1,1197.0,858.0,3.79
1205,Hyundai Grand i10 Nios AMT,2019-12-01,Comprehensive,Petrol,5,28500,First Owner,Automatic,20.7,1197.0,8186.0,5.45
1206,Maruti Wagon R VXi,2014-08-01,Comprehensive,Petrol,5,19843,First Owner,Manual,998.0,671.0,90.0,3.05
1207,Maruti Swift Dzire,2014-10-01,Comprehensive,Petrol,5,44800,First Owner,Manual,19.1,1197.0,858.0,3.81
1208,Maruti Swift,2016-04-01,Comprehensive,Petrol,5,44275,First Owner,Manual,21.21,1197.0,8180.0,3.75
1209,Maruti Swift,2020-10-01,Comprehensive,Petrol,5,27012,First Owner,Manual,21.21,1197.0,8180.0,5.45
1210,Maruti Wagon R VXI AMT,2018-11-01,Comprehensive,Petrol,5,35629,First Owner,Automatic,20.52,1197.0,8180.0,4.25
1211,Maruti Alto K10,2017-06-01,Comprehensive,Petrol,5,37009,First Owner,Manual,23.95,998.0,6705.0,2.75
1212,Hyundai i10 Sportz,2011-08-01,Comprehensive,Petrol,5,28000,First Owner,Automatic,16.95,1197.0,789.0,2.7
1213,Hyundai i10 Sportz,2014-01-01,Comprehensive,Petrol,5,46022,First Owner,Manual,19.81,1086.0,6805.0,2.35
1214,Maruti Ertiga BSIV,2018-12-01,Comprehensive,Petrol,7,22302,First Owner,Manual,17.5,1373.0,911.0,6.9
1215,Audi Q8 55 TFSI Quattro,2021-10-01,Third Party insurance,Petrol,5,17000,Second Owner,Automatic,9.8,2995.0,340.0,80.0
